,datetime,timestamp,user_id,level,task,hr,gsr,rr,temperature,TLX_mean,TLX_mental_demand,TLX_physical_demand,TLX_temporal_demand,TLX_performance,TLX_effort,TLX_frustration,band_ax,band_ay,band_az,opacity_median,opacity_std
0,2017-10-19 16:16:08,1508429767498,ibvx8,2,GC,69.33333333333333,1.3576881673012522,0.857253333333329,35.1100006103515,21,4,3,3,4,3,4,0.3563235000000002,-0.0904947333333346,0.8328451666666656,0.121568627451,0.0101254466563615
1,2017-10-19 16:17:30,1508429849499,ibvx8,0,GC,69.0,1.5083779840250706,0.7355786666666627,35.0900001525878,17,3,2,3,3,3,3,0.3330893333333334,-0.2651773333333347,0.887898833333333,0.1176470588234999,0.0110918710768675
2,2017-10-19 16:20:49,1508430048497,ibvx8,rest,NCrest,66.33333333333333,1.8379680038863129,0.9014986666666625,34.959999084472585,-1,-1,-1,-1,-1,-1,-1,0.0183919216666664,-0.5812580000000017,0.7906493333333335,-1.0,-1.0
3,2017-10-19 16:24:22,1508430261495,ibvx8,rest,NCrest,72.66666666666667,1.4742277983309506,0.7632319999999971,34.919998168945106,-1,-1,-1,-1,-1,-1,-1,-0.3468016666666658,-0.0490722833333355,0.9065348333333332,-1.0,-1.0
4,2017-10-19 16:27:31,1508430450502,ibvx8,rest,NCrest,69.0,1.5800411850590506,0.7577013333333298,34.84000015258772,-1,-1,-1,-1,-1,-1,-1,0.1197916833333342,-0.7395425000000024,-0.4633383999999999,-1.0,-1.0
5,2017-10-19 16:07:01,1508429220495,ibvx8,rest,FArest,74.33333333333333,1.3141833927044264,0.8517226666666646,35.0499992370604,-1,-1,-1,-1,-1,-1,-1,0.6031494999999987,-0.0968831666666678,0.3913981666666656,-1.0,-1.0
6,2017-10-19 16:10:23,1508429422496,ibvx8,rest,FArest,69.33333333333333,1.49352239787774,0.8406613333333297,35.06000137329089,-1,-1,-1,-1,-1,-1,-1,0.4181316666666659,-0.5978188333333347,0.3253173333333324,-1.0,-1.0
7,2017-10-19 16:13:57,1508429636496,ibvx8,rest,FArest,77.0,1.5731679980370323,0.7770586666666622,35.11333211263013,-1,-1,-1,-1,-1,-1,-1,0.2238768333333332,-0.2332764000000011,0.878824999999999,-1.0,-1.0
8,2017-10-19 16:38:08,1508431087490,ibvx8,rest,PTrest,69.0,1.6366699649667098,0.8959679999999958,34.90999984741194,-1,-1,-1,-1,-1,-1,-1,-0.1326904999999996,-0.4292805000000028,0.8638101666666689,-1.0,-1.0
9,2017-10-19 16:29:08,1508430547491,ibvx8,rest,SXrest,67.0,1.670243956029888,0.6415573333333294,34.83000183105451,-1,-1,-1,-1,-1,-1,-1,0.4581701666666682,-0.4784341666666693,0.3108316666666664,-1.0,-1.0
10,2017-10-19 16:31:23,1508430682494,ibvx8,rest,SXrest,66.33333333333333,1.773901925591123,0.6139039999999959,34.74999999999983,-1,-1,-1,-1,-1,-1,-1,0.5543213333333338,-0.2180988333333362,0.1291911666666672,-1.0,-1.0
11,2017-10-19 16:35:57,1508430956498,ibvx8,rest,SXrest,75.0,1.7255856116882484,0.7411093333333291,34.90999984741194,-1,-1,-1,-1,-1,-1,-1,0.1479490166666673,-0.413126833333336,0.8503418333333349,-1.0,-1.0
12,2017-10-19 15:57:50,1508428669500,ibvx8,2,HP,76.33333333333333,1.3315910396757922,0.7742933333333317,34.860000610351534,15,2,2,3,2,3,3,0.0762532333333314,0.0801594999999996,0.9879556666666665,0.2823529411765,0.1322524430846076
13,2017-10-19 15:59:47,1508428786503,ibvx8,0,HP,76.0,1.2970226796854618,0.8074773333333315,34.840000152587834,16,3,2,3,2,3,3,0.2128906666666643,0.0319824333333328,0.9680176666666656,0.137254901961,0.0358703862326134
14,2017-10-19 16:01:52,1508428911494,ibvx8,1,HP,73.66666666666667,0.8771605955878782,1.001050666666665,34.83000183105462,18,3,2,2,3,4,4,0.817219999999998,0.2479653333333332,0.4938964999999998,0.109803921569,0.0551627791681545
15,2017-10-19 15:45:34,1508427933355,ibvx8,rest,n3_rest,71.0,1.0394799756530688,0.7355786666666647,34.38999938964839,-1,-1,-1,-1,-1,-1,-1,0.945271833333333,0.287313,0.1005859000000019,-1.0,-1.0
16,2017-10-19 16:37:04,1508431023499,ibvx8,1,PT,73.66666666666667,1.7271397058935196,0.9236213333333284,34.90999984741194,19,3,3,3,3,3,4,0.0350748666666673,0.2348225499999973,0.941243500000002,0.156862745098,0.0837417902118394
17,2017-10-19 15:40:34,1508427633491,ibvx8,rest,n2_rest,75.33333333333333,0.4515606162565668,0.470106666666667,33.84000015258787,-1,-1,-1,-1,-1,-1,-1,0.0853271666666666,-0.4204509999999996,0.7382815000000016,-1.0,-1.0
18,2017-10-19 16:28:07,1508430486494,ibvx8,0,SX,71.33333333333333,1.5321044917150974,0.8461919999999964,34.84000015258772,16,3,2,3,2,3,3,0.8238118333333345,0.4477538333333311,0.3245035000000002,0.262745098039,0.1941077438554357
19,2017-10-19 16:30:31,1508430630493,ibvx8,1,SX,75.33333333333333,1.8165538880816008,0.7245173333333296,34.79999923706032,23,4,3,4,3,4,5,0.8248698333333341,0.447794666666664,0.2622073333333337,0.109803921569,0.1176346087406196
20,2017-10-19 16:34:25,1508430864497,ibvx8,2,SX,65.0,1.6866965115413617,1.0231733333333286,34.81999969482402,19,4,3,2,3,3,4,0.8809000000000005,0.3291423333333308,0.2921141666666678,0.1019607843139,0.0306953044827448
21,2017-10-19 15:58:53,1508428732499,ibvx8,rest,HPrest,74.33333333333333,1.3020848050554548,0.7577013333333312,34.840000152587834,-1,-1,-1,-1,-1,-1,-1,0.3646239999999978,-0.236938666666667,0.886271166666666,-1.0,-1.0
22,2017-10-19 16:00:43,1508428842496,ibvx8,rest,HPrest,72.66666666666667,1.3580878244732524,0.796415999999998,34.860000610351534,-1,-1,-1,-1,-1,-1,-1,-0.024617666666669,-0.3868408333333332,0.624104666666666,-1.0,-1.0
