,datetime,timestamp,user_id,level,task,hr,gsr,rr,temperature,TLX_mean,TLX_mental_demand,TLX_physical_demand,TLX_temporal_demand,TLX_performance,TLX_effort,TLX_frustration,band_ax,band_ay,band_az,opacity_median,opacity_std
0,2017-10-20 12:00:31,1508500830495,f3j25,1,GC,75.66666666666667,0.8934373209249445,0.7853546666666663,33.72999954223632,9,1,2,1,2,2,1,-0.6253254999999994,0.38993316666667,0.4379066666666675,0.117647058824,0.0374504670943027
1,2017-10-20 12:05:03,1508501102468,f3j25,2,GC,73.0,0.9575512139554276,0.7521706666666658,33.93000030517583,18,3,2,3,4,3,3,-0.0285237666666659,0.6957193333333381,0.7030438333333358,0.101960784314,0.0114811773286277
2,2017-10-20 12:07:08,1508501227495,f3j25,0,GC,78.0,0.9121315155023532,0.7466399999999999,34.009998321533224,11,2,2,2,2,2,1,-0.0800780533333323,0.6187743333333375,0.758260000000003,0.109803921569,0.0108110186288627
3,2017-10-20 12:11:31,1508501490489,f3j25,rest,NCrest,78.66666666666667,0.9135607379241778,0.6968639999999983,34.13000106811523,-1,-1,-1,-1,-1,-1,-1,0.0290120500000009,0.5280356666666708,0.8090821666666689,-1.0,-1.0
4,2017-10-20 12:15:38,1508501737479,f3j25,rest,NCrest,75.66666666666667,0.7849586626024583,0.8849066666666644,34.4099998474122,-1,-1,-1,-1,-1,-1,-1,0.0193684833333342,0.5313720000000055,0.8373616666666694,-1.0,-1.0
5,2017-10-20 12:19:16,1508501955498,f3j25,rest,NCrest,78.66666666666667,0.8012906258444401,0.7798239999999964,34.3800010681153,-1,-1,-1,-1,-1,-1,-1,-0.0021972633333328,0.7922361666666715,0.5925293333333351,-1.0,-1.0
6,2017-10-20 11:50:51,1508500250493,f3j25,rest,FArest,76.0,0.7906031045119167,0.597311999999999,33.50999832153326,-1,-1,-1,-1,-1,-1,-1,-0.0166829569999994,0.8712565000000021,0.4725748333333325,-1.0,-1.0
7,2017-10-20 11:54:56,1508500495499,f3j25,rest,FArest,78.33333333333333,0.7528791381751322,0.6747413333333321,33.63000106811526,-1,-1,-1,-1,-1,-1,-1,-0.0079345699999992,0.763834333333337,0.631917333333333,-1.0,-1.0
8,2017-10-20 11:59:19,1508500758503,f3j25,rest,FArest,82.0,0.9342907416567556,0.7632319999999995,33.72000122070312,-1,-1,-1,-1,-1,-1,-1,-0.0629882833333328,0.943440833333337,0.3043213333333338,-1.0,-1.0
9,2017-10-20 12:28:08,1508502487499,f3j25,rest,PTrest,71.66666666666667,1.1714456972649625,0.9789279999999956,34.36000061035168,-1,-1,-1,-1,-1,-1,-1,-0.2054444999999998,0.8371173333333393,0.4856773333333357,-1.0,-1.0
10,2017-10-20 12:29:41,1508502580504,f3j25,rest,PTrest,80.66666666666667,1.0734463360683175,0.669210666666662,34.34999847412123,-1,-1,-1,-1,-1,-1,-1,-0.0749104833333331,0.7593993333333393,0.5141600000000021,-1.0,-1.0
11,2017-10-20 12:20:42,1508502041501,f3j25,rest,SXrest,79.66666666666667,0.7714078582771755,0.9844586666666628,34.38333257039397,-1,-1,-1,-1,-1,-1,-1,-0.0002441403333327,0.5144856666666718,0.847737666666669,-1.0,-1.0
12,2017-10-20 12:22:45,1508502164483,f3j25,rest,SXrest,77.33333333333333,0.9180319088623976,0.6913333333333296,34.349998474121186,-1,-1,-1,-1,-1,-1,-1,-0.0254313166666665,0.6169430000000053,0.7574868333333363,-1.0,-1.0
13,2017-10-20 12:26:21,1508502380498,f3j25,rest,SXrest,78.0,1.2082362935678417,0.8461919999999955,34.34000015258798,-1,-1,-1,-1,-1,-1,-1,-0.0215657499999998,0.8341063333333393,0.5379230000000024,-1.0,-1.0
14,2017-10-20 11:39:50,1508499589493,f3j25,2,HP,76.66666666666667,0.642132001109765,0.7577013333333323,33.080001831054666,11,2,1,3,1,3,1,-0.052001966666667,0.870239333333334,0.4747313333333323,0.125490196078,0.0608370001474366
15,2017-10-20 11:43:29,1508499808492,f3j25,0,HP,76.66666666666667,0.7407426392842837,0.8793759999999997,33.20000076293949,7,1,1,1,1,2,1,-0.0325927500000002,0.8083088333333356,0.5496826666666658,0.117647058824,0.0385654147231479
16,2017-10-20 11:46:40,1508499999498,f3j25,1,HP,79.0,0.6447530016698311,0.7521706666666655,33.3300018310547,9,2,1,2,1,2,1,-0.0434570400000003,0.8825683333333353,0.4026693333333329,0.101960784314,0.0161812309220138
17,2017-10-20 11:25:23,1508498722496,f3j25,rest,n3_rest,69.0,0.529115978175357,0.8849066666666667,32.54999923706047,-1,-1,-1,-1,-1,-1,-1,0.0670573000000003,0.7263996666666667,0.6711426666666656,-1.0,-1.0
18,2017-10-20 12:27:19,1508502438495,f3j25,1,PT,79.0,1.1415614371512794,0.7300479999999953,34.349998474121186,11,3,1,2,1,3,1,-0.1288248833333332,0.6525473333333395,0.7371416666666685,0.149019607843,0.0384233685142159
19,2017-10-20 12:28:39,1508502518497,f3j25,0,PT,77.0,1.093324469541793,0.7632319999999954,34.330001831054815,8,2,1,1,1,2,1,-0.2476399999999998,0.6461180000000061,0.6902668333333354,0.101960784314,0.0163267921528796
20,2017-10-20 12:31:31,1508502690503,f3j25,2,PT,76.0,1.0769088894792016,0.8130079999999942,34.38000106811534,14,4,1,2,1,4,2,-0.0409340766666662,0.654053000000006,0.7266438333333354,0.109803921569,0.0339768713123226
21,2017-10-20 11:20:23,1508498422510,f3j25,rest,n2_rest,78.33333333333333,0.5986326682844659,0.7079253333333323,32.2900009155273,-1,-1,-1,-1,-1,-1,-1,-0.0150146499999996,0.7043458333333347,0.6983235000000002,-1.0,-1.0
22,2017-10-20 12:19:54,1508501993618,f3j25,0,SX,81.66666666666667,0.782268685229845,0.7272826666666631,34.3899993896485,9,1,3,1,1,1,2,0.0004882836666671,0.7781983333333383,0.6110433333333353,0.117647058824,0.0748187608952288
23,2017-10-20 12:21:52,1508502111493,f3j25,1,SX,76.66666666666667,0.7475771875250988,0.7411093333333295,34.349998474121186,10,2,2,1,1,2,2,0.0099690733333338,0.5133870000000055,0.8442383333333366,0.109803921569,0.0226411870268999
24,2017-10-20 12:24:23,1508502262504,f3j25,2,SX,76.66666666666667,0.7575760474350292,0.7742933333333298,34.34000015258798,10,2,2,1,1,2,2,-0.0222168066666665,0.8336590000000054,0.5339356666666689,0.117647058824,0.0150792928106144
25,2017-10-20 11:41:36,1508499695505,f3j25,rest,HPrest,74.33333333333333,0.811602197890331,0.8738453333333321,33.10333251953124,-1,-1,-1,-1,-1,-1,-1,0.0043945299999996,0.6511230000000013,0.7474773333333324,-1.0,-1.0
26,2017-10-20 11:44:18,1508499857503,f3j25,rest,HPrest,77.0,0.7685445985575021,0.7411093333333327,33.240001678466776,-1,-1,-1,-1,-1,-1,-1,0.0042724599999996,0.7143961666666688,0.6855466666666663,-1.0,-1.0
27,2017-10-20 11:48:32,1508500111555,f3j25,rest,HPrest,84.0,0.7909616987935371,0.7687626666666656,33.36000061035161,-1,-1,-1,-1,-1,-1,-1,-0.2941893000000005,0.7762860000000021,0.3000488666666659,-1.0,-1.0
28,2017-10-20 11:16:48,1508498207504,f3j25,1,n2,87.0,0.375847294584198,0.6913333333333327,31.84000015258791,-1,-1,-1,-1,-1,-1,-1,0.0331624166666668,0.6853841666666676,0.7165933333333333,-1.0,-1.0
29,2017-10-20 12:02:16,1508500935492,f3j25,rest,GCrest,78.33333333333333,1.145215171358591,0.8185386666666661,33.779998779296925,-1,-1,-1,-1,-1,-1,-1,0.0025227866666674,0.7075600000000049,0.6909180000000008,-1.0,-1.0
30,2017-10-20 12:05:57,1508501156497,f3j25,rest,GCrest,78.66666666666667,0.9716835455212508,0.8406613333333327,33.97999954223632,-1,-1,-1,-1,-1,-1,-1,-0.0736084833333326,0.6663411666666716,0.7021483333333359,-1.0,-1.0
31,2017-10-20 12:08:55,1508501334503,f3j25,rest,GCrest,72.5,0.9179969604538272,0.8240693333333327,34.099998474121115,-1,-1,-1,-1,-1,-1,-1,-0.0187174666666655,0.8776043333333378,0.4595950000000025,-1.0,-1.0
32,2017-10-20 11:49:54,1508500193521,f3j25,2,FA,85.0,0.744060839744845,0.685802666666666,33.47000122070315,9,1,1,3,1,2,1,-0.8907063333333328,0.1016033000000021,-0.456380333333334,0.1137254901965,0.0253063831463779
33,2017-10-20 11:53:48,1508500427500,f3j25,1,FA,79.66666666666667,0.6191950464396303,0.8185386666666652,33.61999893188485,13,2,1,4,1,2,3,-0.0182291499999994,0.8705648333333365,0.4726156666666659,0.121568627451,0.0325568327316141
34,2017-10-20 11:56:07,1508500566503,f3j25,0,FA,76.83333333333333,0.6778213180101208,0.8406613333333324,33.669998168945334,9,1,1,2,1,2,2,-0.0289713833333325,0.8666178333333371,0.4821778333333332,0.121568627451,0.0214315310135809
35,2017-10-20 11:22:23,1508498542503,f3j25,2,n3,83.33333333333333,0.4750596683219275,0.7521706666666663,32.4199981689453,-1,-1,-1,-1,-1,-1,-1,-0.0183104999999995,0.6756186666666678,0.7259926666666665,-1.0,-1.0
36,2017-10-20 12:10:34,1508501433515,f3j25,0,NC,69.0,0.8314257481230394,0.7577013333333319,34.15999984741213,10,2,1,2,1,3,1,-0.3121745533333322,0.6962481666666708,0.3454183333333353,0.109803921569,0.0114811773286244
37,2017-10-20 12:14:38,1508501677479,f3j25,2,NC,73.66666666666667,0.7594949356465536,0.7300479999999974,34.400001525879,18,4,1,4,3,3,3,-0.015218099999999,0.7775470000000048,0.6126710000000025,0.109803921569,0.0130565076672095
38,2017-10-20 12:17:56,1508501875504,f3j25,1,NC,79.0,0.744418065982523,0.7798239999999966,34.4099998474122,12,3,1,3,1,3,1,-0.0100911299999991,0.6787923333333384,0.7180585000000018,0.1137254901965,0.0151266791656836
