,datetime,timestamp,user_id,level,task,hr,gsr,rr,temperature,TLX_mean,TLX_mental_demand,TLX_physical_demand,TLX_temporal_demand,TLX_performance,TLX_effort,TLX_frustration,band_ax,band_ay,band_az,opacity_median,opacity_std
0,2017-08-21 15:03:32,1503327811488,e4gay,1,GC,68.0,6.756756756756741,0.8849066666666635,34.33000183105476,16,4,2,2,3,3,2,-0.0948894333333338,0.789347333333334,0.5402833333333333,0.078431372549,0.3898231212639222
1,2017-08-21 15:05:22,1503327921495,e4gay,2,GC,72.33333333333333,7.058901874604587,0.7964159999999963,34.400001525878984,19,4,2,2,4,4,3,-0.1045736666666671,0.6487630000000009,0.7370606666666663,0.0549019607843,0.0091689819172527
2,2017-08-21 15:06:36,1503327995494,e4gay,0,GC,71.33333333333333,6.960855236717289,0.7798239999999966,34.45999908447279,10,2,2,2,1,2,1,-0.1014812333333339,0.7606606666666669,0.6260984999999993,0.12549019607865,0.0998268396972529
3,2017-08-21 15:10:02,1503328201513,e4gay,rest,NCrest,78.66666666666667,7.35320621895688,0.5973119999999962,34.569999694824304,-1,-1,-1,-1,-1,-1,-1,0.0853678666666661,0.8889973333333341,-0.4839680000000005,-1.0,-1.0
4,2017-08-21 15:13:34,1503328413509,e4gay,rest,NCrest,63.66666666666666,7.264007898727012,0.8904373333333285,34.81000137329106,-1,-1,-1,-1,-1,-1,-1,0.1218666666666661,0.923706000000001,-0.3918866666666674,-1.0,-1.0
5,2017-08-21 15:15:59,1503328558484,e4gay,rest,NCrest,101.66666666666669,6.944444444444417,0.7908853333333278,34.880001068115284,-1,-1,-1,-1,-1,-1,-1,-0.1770020000000005,0.9673666666666668,0.1880696666666657,-1.0,-1.0
6,2017-08-21 14:55:43,1503327342498,e4gay,rest,FArest,79.66666666666667,7.37109658678285,0.8130079999999976,33.819999694824304,-1,-1,-1,-1,-1,-1,-1,0.1433106666666661,0.9842531666666672,-0.1337890666666669,-1.0,-1.0
7,2017-08-21 14:59:37,1503327576485,e4gay,rest,FArest,73.66666666666667,6.726525182901008,0.879375999999997,34.110000610351705,-1,-1,-1,-1,-1,-1,-1,-0.151489333333334,0.9833983333333332,-0.1733803333333334,-1.0,-1.0
8,2017-08-21 15:02:23,1503327742488,e4gay,rest,FArest,84.0,6.960631960631946,0.7079253333333312,34.240001678466875,-1,-1,-1,-1,-1,-1,-1,0.1377359999999995,0.9638263333333332,-0.2640788333333335,-1.0,-1.0
9,2017-08-21 15:23:22,1503329001495,e4gay,rest,PTrest,66.0,7.557060590407279,0.8959679999999945,34.72999954223641,-1,-1,-1,-1,-1,-1,-1,-0.0301921666666674,0.7611085000000015,0.237060499999999,-1.0,-1.0
10,2017-08-21 15:24:56,1503329095494,e4gay,rest,PTrest,59.333333333333336,7.595034312591526,0.9457439999999938,34.700000762939624,-1,-1,-1,-1,-1,-1,-1,-0.0983073666666674,0.8716633333333347,-0.4556481666666678,-1.0,-1.0
11,2017-08-21 15:17:17,1503328636498,e4gay,rest,SXrest,75.33333333333333,6.46557743331934,0.8074773333333273,34.79000091552739,-1,-1,-1,-1,-1,-1,-1,-0.2840170000000006,0.963216000000001,0.0623779166666657,-1.0,-1.0
12,2017-08-21 15:18:45,1503328724489,e4gay,rest,SXrest,77.0,6.9760030799640775,0.7853546666666613,34.76666514078784,-1,-1,-1,-1,-1,-1,-1,-0.3503416666666671,0.9211833333333348,0.1420084666666655,-1.0,-1.0
13,2017-08-21 15:21:55,1503328914503,e4gay,rest,SXrest,69.33333333333333,7.194244604316509,1.0784799999999946,34.799999237060604,-1,-1,-1,-1,-1,-1,-1,0.1633709999999993,0.984415833333334,0.073852549999999,-1.0,-1.0
14,2017-08-21 14:47:54,1503326873497,e4gay,2,HP,73.33333333333333,6.711409395973132,0.8461919999999985,34.16999816894543,14,3,3,2,2,3,1,0.0957031333333328,0.9974366666666656,-0.0107421766666666,0.0627450980392,0.0481280781665922
15,2017-08-21 14:50:06,1503327005486,e4gay,0,HP,69.33333333333333,7.042253521126747,0.923621333333331,34.16999816894543,9,2,2,1,1,2,1,0.082397466666666,0.9770509999999992,-0.235189,0.10588235294095,0.026558797592901
16,2017-08-21 14:52:01,1503327120495,e4gay,1,HP,71.0,7.462686567164167,0.8517226666666642,34.209999084472834,12,3,3,1,2,2,1,0.0687662499999994,0.9860433333333336,-0.1933996666666667,0.0941176470588,0.0652914678846859
17,2017-08-21 14:35:05,1503326104490,e4gay,rest,n3_rest,73.0,4.32905841451569,0.8074773333333326,33.77999877929702,-1,-1,-1,-1,-1,-1,-1,-0.0024414066666669,0.9893393333333326,0.1436360000000002,-1.0,-1.0
18,2017-08-21 15:22:35,1503328954503,e4gay,1,PT,68.33333333333333,7.3532062189568625,0.8406613333333278,34.77999877929702,12,2,3,2,2,2,1,-0.1937664100000007,0.6245931666666674,0.6909584999999986,0.0549019607843,0.0524181376621134
19,2017-08-21 15:24:05,1503329044498,e4gay,0,PT,75.33333333333333,7.518796992481167,0.9236213333333276,34.75999832153332,11,2,2,2,2,2,1,0.1520996666666659,0.8846841666666686,0.3474933333333322,0.30980392156875,0.3826695521717306
20,2017-08-21 15:26:11,1503329170509,e4gay,2,PT,65.0,7.42583379399296,0.9512746666666588,34.63000106811532,17,4,4,2,2,3,2,0.1370446666666659,0.9752603333333344,-0.2077636666666678,0.0862745098039,0.0356142756728321
21,2017-08-21 14:30:05,1503325804513,e4gay,rest,n2_rest,76.33333333333333,3.5252741419068,0.8240693333333323,33.299999237060526,-1,-1,-1,-1,-1,-1,-1,0.011718773333333,0.9803056666666666,0.1878255000000003,-1.0,-1.0
22,2017-08-21 15:17:56,1503328675502,e4gay,1,SX,70.0,5.882352941176436,0.8738453333333274,34.77999877929698,15,3,4,2,2,2,2,-0.2900390000000004,0.9631346666666674,0.030965149999999,0.09411764705895,0.0202508933137301
23,2017-08-21 15:20:59,1503328858579,e4gay,2,SX,60.0,7.194244604316509,0.9844586666666612,34.810001373291094,20,4,3,4,2,4,3,0.6268716666666662,0.5283200000000009,0.533853999999999,0.0980392156864,0.0677449411109985
24,2017-08-21 14:49:08,1503326947614,e4gay,rest,HPrest,67.66666666666667,7.02583801175349,0.8213039999999979,34.16999816894543,-1,-1,-1,-1,-1,-1,-1,0.1018067999999993,0.9901124999999986,-0.144287,-1.0,-1.0
25,2017-08-21 14:50:58,1503327057480,e4gay,rest,HPrest,68.66666666666667,7.24637681159419,0.976162666666664,34.200000762939624,-1,-1,-1,-1,-1,-1,-1,0.0658772999999994,0.9893393333333332,-0.1746826666666665,-1.0,-1.0
26,2017-08-21 14:53:17,1503327196511,e4gay,rest,HPrest,68.33333333333333,7.444260180578579,0.929151999999998,33.97999954223641,-1,-1,-1,-1,-1,-1,-1,0.0828450666666661,0.999105,-0.0262858333333334,-1.0,-1.0
27,2017-08-21 14:27:31,1503325650504,e4gay,1,n2,76.33333333333333,3.0927900724942368,0.7466399999999992,32.88000106811524,-1,-1,-1,-1,-1,-1,-1,0.0625813666666663,0.9884440000000002,-0.1800943333333329,-1.0,-1.0
28,2017-08-21 15:04:22,1503327861498,e4gay,rest,GCrest,62.333333333333336,7.177363699102814,1.006581333333329,34.38999938964849,-1,-1,-1,-1,-1,-1,-1,0.1147459999999994,0.921874666666667,-0.3986816666666665,-1.0,-1.0
